[Year],[S&E Fields],[Board field],[Public or Private],[Institution Name],[Citizenship],[Sex],Graduate students
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Dominguez Hills",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,152
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Loma Linda University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,149
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Humboldt State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,147
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",Foreign nationals,Female,143
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Chapman University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,143
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,Foreign nationals,Male,142
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Los Angeles",Foreign nationals,Female,142
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,139
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Stanislaus",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,138
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Bakersfield",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,134
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",Foreign nationals,Female,132
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",Foreign nationals,Male,131
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",Foreign nationals,Female,131
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of San Francisco,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,130
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,San Jose State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,130
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,Foreign nationals,Female,129
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Berkeley",Foreign nationals,Female,129
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,San Diego State University,Foreign nationals,Male,126
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,125
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Golden Gate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,125
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Sacramento",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,121
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Claremont Graduate University,Foreign nationals,Male,120
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,120
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Integral Studies,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,119
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Barbara",Foreign nationals,Female,118
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",Foreign nationals,Female,118
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,117
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",Foreign nationals,Female,115
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,Foreign nationals,Male,115
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,114
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, San Diego",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,114
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Riverside",Foreign nationals,Male,109
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of San Francisco,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,104
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Loma Linda University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,102
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Naval Postgraduate School,Foreign nationals,Male,99
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,97
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Irvine",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,97
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,Humboldt State University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,94
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",Foreign nationals,Female,93
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Palo Alto University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,93
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Dominican University of California,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,91
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",Foreign nationals,Male,90
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Dominguez Hills",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,87
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Azusa Pacific University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,87
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Davis",Foreign nationals,Female,87
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Bakersfield",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,85
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Cruz",Foreign nationals,Male,83
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,Santa Clara University,Foreign nationals,Female,82
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, East Bay",Foreign nationals,Male,81
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",Foreign nationals,Male,81
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of San Francisco,Foreign nationals,Female,77
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Fullerton",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,77
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",Foreign nationals,Male,76
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Pepperdine University,Foreign nationals,Female,76
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Golden Gate University,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,75
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"California Polytechnic State University, San Luis Obispo",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,75
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of La Verne,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,74
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Private,California Institute of Technology,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Female,73
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,University of San Francisco,Foreign nationals,Male,72
2012,Engineering,Use Broad Fields (Old) for 2016 and earlier,Public,"University of California, Santa Cruz",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,70
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Private,Claremont Graduate University,Foreign nationals,Female,69
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Stanislaus",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,67
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Long Beach",Foreign nationals,Female,66
2012,Science,Use Broad Fields (Old) for 2016 and earlier,Public,"California State University, Chico",U.S. citizens and permanent residents (non-U.S. citizens holding green cards),Male,58
